org_name,org_uuid,long_description,,
Penni.io,d184fb39-691b-47a0-bdd6-a5893dd74bf9,We assist our clients on the full digital distribution journey based on our SaaS platform Penni Connect. We work with an agile methodology that focuses on open collaboration and fast progress. We offer an elaborate design & UX framework for optimising online insurance sales.,,
Pensiono,7be147b1-aa0f-88b6-672b-909a2bc01100,"Pensiono has gathered Sweden's leading pension company in one place. They are completely independent from the insurance companies they cooperate with and they do an impartial analysis of the pension market in order to find the best solution for you as a customer. Their comparative service and insurance advice will minimize your workload and optimize your pension. The team behind Pensiono has solid experience in the pension market, asset management and business development.",,
People Pattern,a5a45816-e0a9-1dc3-7643-f511d46296f7,"People Pattern is a software as a service platform that supplies meaningful audience insights to the world’s biggest brands. Via semi-supervised machine-learned algorithms and natural language processing, People Pattern turns vast, messy public expression into actionable persona sets, helping brands gain an edge in the race to win, retain, and serve customers.",,
PeopleGrove,02932e47-362e-d546-be23-030bcef030b6,"At PeopleGrove, we believe the way students experience and value their education has changed. They are seeking an academic experience that addresses: - Job outcomes, not just a degree - Social and digital, not isolated and static - Experiential, not theoretical In fact, many are questioning the value of a college education. Only half of US alumni strongly agree their education was worth the cost. Meanwhile, supportive relationships most influenced, even doubled, graduates’ perception that their education was worth the cost. We believe relationships and community are key to student success and engaged alumni. That's why we built PeopleGrove: a unified solution for relationship-driven career success. By making mentors, advisers and coaches accessible, we help students from all walks of life access new opportunities and achieve their career goals. PeopleGrove is on a mission to connect every student and professional with the mentors, advisers and network needed to realize their full potential and find a fulfilling career. PeopleGrove's mentorship and advising platform has been successfully launched at the world's leading institutions, including Stanford, UMUC, K-State and many more. It turns out the student journey aligns with a new hire journey. We're excited to be working with Intuit, Qualcomm and CooperVision so that there employees can better access experts and coaching within their own organizations.",,
PeopleGuru,9c0a19a9-80ab-4c95-9d53-074161fd16bb,"PeopleGuru develops and supports cloud-based HR, Payroll, and Benefits Management Software. Founded in 2016, the company is based in Tampa, Florida, United States.",,
Pepperlane,69d14424-43e5-41b5-8606-98a6aa5aad35,"Pepperlane is the place where mothers come to start, run, and grow their own businesses. It provides moms with the tools, training, and community they need to build successful businesses from home.",,
Pepscope,cc971937-0bcf-4a6a-8579-ebe47a25ef09,Pepscope is a Dutch biotechnology company offering innovative endogenous protein kinase activity profiling technologies.,,
Pepticom Ltd.,d4c6a1af-231e-465d-ba52-f79dbce54e4d,"Pepticom is a privately held AI company with headquarters in Israel committed to offering AI peptide drug discovery solutions for a better and healthier world. It is the leader in the emerging peptide drugs software solutions, AI and prediction tools that allow research centers, pharma and agriculture companies to accelerate innovative molecules discovery while reducing time, costs and risks. Pepticom operates in various markets; past successful discoveries include peptide molecules related to metabolic diseases and Immuno-modulators.",,
Percentil,05a8549b-3d24-e5c4-132e-4cf155627d22,"Clothes that grow with your kids. Focused in the European market (first Spain) we are disrupting the way parents buy clothes for their kids for ever. Parents sell us like new clothes their kids don't fit anymore and other parents can buy those same clothes for their kids at crazy discounts. Sharing to the top, Spanish style...",,
Percipient,d8a553d3-2ef7-e778-ea0b-e207e1009bdf,"Percipient enables organisations to put data at the heart of all their decisions and drive scalable, efficient and cost ­effective growth by taking advantage of big data technologies and advanced analytics.",,
Perfect Company,351c4b04-8221-5b08-be1f-b08019b34816,"Perfect Company is a producer of smart products for smart homes. It is the leading developer and innovator of connected kitchen products. Their smart scales and guided recipe apps enable easy, seamless, beginning-to-end food, and drink preparation at home. It was founded in 2013 and is headquartered in Vancouver, Washington.",,
Perfect Gym Solutions,3bf121cc-c298-fb32-19c9-c780222c4f20,"PerfectGym is a powerful mix of club management solutions. Over 20 user-friendly and easy to implement features will let you manage, grow and optimize your business. You gain access control, advanced reports (club statistics, client activity), CRM database, newsletter/SMS module, invoice generation, calendar module for trainers and SPA and much more. With 1 000 000 clients in more than 1000 clubs in 50 countries we are proud to be the leading company in our field.",,
Perfect Price,4167670f-cb38-a46c-4274-831a7fd04089,"Perfect Price makes pricing effortless. The only cloud-based AI platform built for pricing and revenue management, Perfect Price uses powerful artificial intelligence to analyze inventory, historical sales data, competitor pricing, consumer demand, and other externalities in order to adjust prices in real-time. Designed for enterprises in dynamic industries, Perfect Price ensures a reliable data-driven approach to pricing that delivers immediate value while eliminating the guesswork, complexity, and cost associated with traditional pricing methods. Founded in 2014 and headquartered in Oakland, California, Perfect Price is backed by leading technology investors. Businesses around the world rely on Perfect Price to maximize revenue, profitability, and growth. For more information please visit www.perfectprice.com.",,
