org_name,org_uuid,long_description
Airtable,bb5d3c50-f018-2c59-8e40-3d0ae3fd013b,"Airtable is a cloud-based software company that offers an easy-to-use online platform for creating and sharing relational databases. Airtable helps create flexible checklists, organize collections or ideas, and manage customers or contacts as well as offers a variety of templates ranging from home improvement to store inventory, enabling users to build custom applications without any prior coding experience."
Airwallex,5b570165-258d-9bae-8e4a-d3cf41ada5f5,"With one of the world’s most powerful payments and banking infrastructure, our technology empowers businesses of all sizes to accept payments, move money globally, and simplify their financial operations, all in one single platform. Established in 2015 in Melbourne, our purpose is to connect entrepreneurs, business builders, makers and creators with opportunities in every corner of the world. Today, Airwallex has a global footprint across Asia-Pacific, Europe, and North America."
Aisera,d91f71a5-5cbd-49f7-b5e1-694fee7aca8a,"AISERA is an information technology company that offers solutions for IT, HR, customer service, facilities, and cloud operations of companies, businesses, and organizations. It specializes in artificial intelligence, NLP, and NLU. The company was founded in 2017 and headquartered in Palo Alto, California."
Aiven,a354017d-4e0f-ab81-651d-dcf8d37538fc,"Aiven is a technology-driven company that enables businesses to manage an open-source data infrastructure in the cloud. Headquartered in Helsinki with offices in Berlin, Sydney, Toronto, and Boston, Aiven provides managed open-source data technologies, like PostgreSQL, Kafka, and M3, on all major clouds. It enables its customers to drive business results from open-source that trigger true transformations far beyond their own backyards."
Ajaib,6f6c82df-7a91-45e7-8e8d-bc2427a36614,"Ajaib is a financial super app that allows Indonesians to buy and sell stocks, ETFs, and mutual funds. The company is committed to opening the door to access investment instruments that are safe, trusted, and affordable. Its stock and mutual fund services can be accessed online, by all walks of life. The company was founded in 2019 and is headquartered in Jakarta, Indonesia."
Ajax Health,2926c73b-45cc-2e8e-9f67-ac996689d3a1,Ajax Health accelerates medical innovation through capital and capabilities.
Akeneo,264c339f-0922-284d-df98-856aff927e28,"Akeneo is a global leader in Product Experience Management (PXM) solutions that help merchants and brands deliver consistent and enriched customer experiences across all sales channels, including eCommerce, mobile, print, and retail points of sale. Akeneo’s product information management (PIM) and product data intelligence solutions dramatically improve product data quality and accuracy while simplifying and accelerating product catalog management."
Akoya Biosciences,e4d6ac3c-517b-44cb-912f-2a7c60c3b005,"Akoya Biosciences is a spatial biology company offering the most comprehensive, end-to-end solutions for high-parameter tissue analysis from discovery through clinical and translational research, enabling the development of more precise therapies for immuno-oncology and other drug development applications. The company has two industry-leading platforms that empower investigators and researchers to gain a deeper understanding of complex diseases such as cancer, and autoimmune or neurological disorders. The CODEX system is the only benchtop platform that can efficiently quantify more than 40 biomarkers and is ideally suited for biomarker discovery. The Phenoptics platform is the only end-to-end multiplexed immunofluorescence solution with the robustness and high throughput necessary for translational research and clinical trials."
Aktis Oncology,c7329ed6-7249-48eb-a5f7-9d8ffc98743c,"Aktis Oncology is a biotechnology company pioneering the discovery and development of a new class of targeted radiopharmaceuticals to treat a broad range of solid tumor cancers. Founded and incubated by MPM Capital, the company has developed proprietary platforms to generate tumor-targeting agents with ideal properties for alpha radiotherapy. Designed for high tumor penetration and long residence time, Aktis Oncology's molecules will quickly clear other areas of the body, thereby maximizing tumor elimination while minimizing the side effects of treatment. This approach would also enable clinicians to visualize and verify target engagement prior to exposure to therapeutic radioisotopes."
Alan,9067f314-ed34-dec5-4591-6389d50dd615,"Alan is a digital health insurance platform that revolutionizes health insurance by focusing on user experience with an excellent price-quality ratio health plan. Alan started by creating a health insurance company for individuals and companies, that they can trust as a service and enjoy as an experience. Alan is the insurance company that makes healthcare simpler, smarter, and better. It is the first new independent insurance licensed in France since 1986 by the French Prudential Supervisory Authority (ACPR) and it has raised more than €125m with leading investors such as Index Ventures, CNP, Partech, and Portage since its creation in 2016."
Alation,00e68e6e-a157-3be8-20b7-55e84f5d8719,"Alation is incorporated in enterprise data intelligence solutions including data search & discovery, data governance, data stewardship, analytics, and digital transformation. Alation’s initial offering dominates the data catalog market. Thanks to its powerful Behavioral Analysis Engine, inbuilt collaboration capabilities, and open interfaces, Alation combines machine learning with human insight to successfully tackle even the most demanding challenges in data and metadata management. Alation was established on December 12, 2012 by Aaron Kalb, Satyen Sangani, Venky Ganti, and Feng Niu in Redwood City, California."
